0.88, 0.74, 0.64, 0.58, 0.59, 0.59, 0.59
1.11, 1.10, 1.18, 1.13, 1.13, 1.12, 1.12
1.02, 1.03, 1.03, 1.03, 1.04, 1.04, 1.05
0.95, 0.94, 0.94, 0.90, 0.88, 0.97, 0.95
0.95, 0.94, 0.94, 0.90, 0.88, 0.97, 0.95
1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02
1.02, 1.03, 1.04, 1.04, 1.04, 1.04, 1.04
1.00, 1.00, 1.01, 1.00, 1.00, 1.00, 1.00
1.04, 1.09, 1.12, 1.13, 1.14, 1.14, 1.14
1.01, 1.01, 1.01, 1.01, 1.01, 1.01, 1.01
1.03, 1.02, 1.00, 0.99, 0.96, 0.94, 0.91
1.06, 1.12, 1.20, 1.19, 1.18, 1.17, 1.17
